title,description,tags,difficulty,category,hint
Detect Cycle in Linked List,"Given head of a linked list, determine if it has a cycle. A cycle exists if some node can be reached again by continuously following the next pointer.","Recursion, Two Pointers, Linked List",MEDIUM,LINKED_LIST,"Use Floyd's Cycle Detection (tortoise and hare): slow pointer moves 1 step, fast pointer moves 2 steps. If they ever meet, there is a cycle. If fast reaches null, there is no cycle."
Validate Binary Search Tree,"Given the root of a binary tree, determine if it is a valid BST. A valid BST has all left subtree nodes less than root and all right subtree nodes greater.","Binary Tree, BFS",EASY,TREE_TRAVERSAL,"Recursively swap the left and right children at every node. Base case: if the node is null, return null. The recursive call is: swap(node.left, node.right), then recurse on both children."
Search Insert Position,"Given a sorted array and a target value, return the index where it would be inserted in order. The array contains distinct values.",Binary Search,EASY,BINARY_SEARCH,"Use binary search but instead of returning -1 when not found, return the left pointer after the loop ends — that is exactly where the target should be inserted to maintain sorted order."
Clone Graph,"Given a reference of a node in a connected undirected graph, return a deep copy of the graph. Each node contains a value and a list of its neighbors.",DFS,HARD,GRAPH_TRAVERSAL,"Iterate through each cell. When you find a '1', increment island count and run DFS/BFS to mark all connected '1's as visited (change them to '0'). This prevents counting the same island twice."
Longest Substring Without Repeating Characters,"Given a string s, find the length of the longest substring without repeating characters. A substring is a contiguous sequence of characters within the string.","Sliding Window, String",HARD,SLIDING_WINDOW,"Use the Sliding Window technique: maintain two pointers (left and right) that define a window. Expand right to include new characters, and shrink left when you encounter a duplicate. Track characters in a Set or frequency array."
Permutation in String,"Given two strings s1 and s2, return true if s2 contains a permutation of s1, or false otherwise. A permutation is a rearrangement of all characters.","Array, String, Sliding Window",MEDIUM,SLIDING_WINDOW,"Create a frequency map of s1. Slide a window of size len(s1) across s2, maintaining a frequency map of the window. Compare the two maps at each position."
Intersection of Two Arrays,"Given two integer arrays nums1 and nums2, return an array of their intersection. Each element must appear as many times as it shows in both arrays.","Hash Table, Array, Two Pointers",MEDIUM,HASH_MAP_LOOKUP,"Sort each string's characters to create a canonical key, then group strings sharing the same key using a Hash Map of lists."
Minimum Window Substring,"Given two strings s and t, return the minimum window substring of s such that every character in t is included in the window.","Sliding Window, Array, String",HARD,SLIDING_WINDOW,"Keep a window with two pointers. Use a dictionary to count character frequencies inside the window. When all required characters are present, try shrinking from the left to find the minimum valid window."
Number of 1 Bits,Write a function that takes an unsigned integer and returns the number of 1 bits it has (also known as the Hamming weight).,"Bit Manipulation, Math",EASY,BIT_MANIPULATION,"XOR all elements together. Since a XOR a = 0 and a XOR 0 = a, all duplicates cancel out, leaving only the single unique number. O(n) time, O(1) space."
Merge Intervals,"Given an array of intervals where intervals[i] = [start, end], merge all overlapping intervals and return an array of the non-overlapping intervals.","Array, Sorting",MEDIUM,SORTING_ALGORITHM,"Sort intervals by start time. Then iterate and compare each interval with the last merged one. If they overlap (current.start <= lastMerged.end), extend the end. Otherwise, add a new interval."
Sort Colors,"Given an array nums with n objects colored red (0), white (1), and blue (2), sort them in-place so that objects of the same color are adjacent, in order 0 1 2.",Greedy,EASY,SORTING_ALGORITHM,"Sort intervals by start time. Then iterate and compare each interval with the last merged one. If they overlap (current.start <= lastMerged.end), extend the end. Otherwise, add a new interval."
Kth Largest Element,"Given an integer array nums and an integer k, return the kth largest element in the array. Note that it is the kth largest element in sorted order.",Greedy,MEDIUM,SORTING_ALGORITHM,"Use the Dutch National Flag algorithm with three pointers: low, mid, high. Swap 0s to the front (low) and 2s to the back (high), leaving 1s in the middle. Single pass O(n)."
Valid Parentheses,"Given a string containing just the characters (, ), {, }, [ and ], determine if the input string is valid. Brackets must be closed in the correct order.","Stack, Design",MEDIUM,STACK_QUEUE,"Use a Monotonic Stack (decreasing). Iterate through temperatures. For each day, pop all stack elements with lower temperatures and record the distance. Push the current day's index onto the stack."
Merge Two Sorted Lists,Merge the two sorted linked lists into one sorted list. The list should be made by splicing together the nodes of the first two lists.,"Linked List, Recursion",MEDIUM,LINKED_LIST,"Use three pointers: prev (starts null), current (starts at head), and next (temp). At each step: save next, point current.next to prev, move prev to current, move current to next."
Power of Two,"Given an integer n, return true if it is a power of two. Otherwise, return false. A power of two has exactly one bit set in its binary representation.","Bit Manipulation, Math",MEDIUM,BIT_MANIPULATION,"A power of two in binary has exactly one 1-bit. Use the trick: n > 0 && (n & (n-1)) == 0. The expression n & (n-1) clears the lowest set bit — if that makes it zero, it was a power of 2."
Two Sum,"Given an array of integers nums and an integer target, return indices of the two numbers such that they add up to target. You may assume that each input would have exactly one solution.","Array, Two Pointers, Hash Table",EASY,HASH_MAP_LOOKUP,"A Hash Set is ideal here. Insert elements one by one — if an element already exists in the set before insertion, you have your answer immediately."
Daily Temperatures,"Given an array of daily temperatures, return an array where answer[i] is the number of days you have to wait until a warmer temperature. If no future warmer day exists, set it to 0.","Design, Stack",MEDIUM,STACK_QUEUE,"Maintain two stacks: one for actual values and one for tracking the current minimum. When pushing, also push onto the min stack if the value is <= current min. When popping, pop from min stack if the value equals current min."
Maximum Depth of Binary Tree,"Given the root of a binary tree, return its maximum depth. Maximum depth is the number of nodes along the longest path from the root down to the farthest leaf node.","Binary Tree, DFS",MEDIUM,TREE_TRAVERSAL,"Recursively swap the left and right children at every node. Base case: if the node is null, return null. The recursive call is: swap(node.left, node.right), then recurse on both children."
Find Peak Element,"Given an integer array nums, find a peak element and return its index. A peak element is strictly greater than its neighbors. The array may contain multiple peaks.",Binary Search,MEDIUM,BINARY_SEARCH,"Use binary search. Compare nums[mid] with nums[mid+1]. If nums[mid] < nums[mid+1], the peak is in the right half (move left = mid+1). Otherwise, the peak is in the left half including mid."
Contains Duplicate,"Given an integer array nums, return true if any value appears at least twice in the array, and return false if every element is distinct.","Hash Table, Array, Two Pointers",EASY,HASH_MAP_LOOKUP,"Build a frequency map (character counts) for one input, then verify it against the other. Collections.Counter or a simple dictionary works perfectly."
Longest Substring Without Repeating Characters,"Given a string s, find the length of the longest substring without repeating characters. A substring is a contiguous sequence of characters within the string.",Array,HARD,SLIDING_WINDOW,"Use the Sliding Window technique: maintain two pointers (left and right) that define a window. Expand right to include new characters, and shrink left when you encounter a duplicate. Track characters in a Set or frequency array."
